,Random_ID,STUDENT_UNITS,FINAL_GRADE,GRADE_QUALITY_POINTS
2877,0MV84IBR,5.0,B-,2.7
2878,LIPNLG4G,3.0,A-,3.7
2879,LIPNLG4G,3.0,F,0.0
2880,SUNH3V2D,3.0,W,0.0
2881,SUNH3V2D,3.0,C+,2.3
2882,6LRB6WBF,1.0,A,4.0
2883,6LRB6WBF,0.5,A,4.0
2884,6LRB6WBF,1.0,B+,3.3
2885,5IJEF4G4,5.0,C+,2.3
2886,X9FFWEM5,5.0,A,4.0
2887,HM3AQ3HT,3.0,A,4.0
2888,ZOIXAMGK,3.0,A,4.0
2889,IRLHMDZ9,3.5,B,3.0
2890,1IQ1X0WJ,3.0,W,0.0
2891,MR87NNTI,3.0,A,4.0
2892,MR87NNTI,3.0,A,4.0
2893,211NVTLN,6.0,A,4.0
2894,211NVTLN,6.0,A,4.0
2895,J4D7HTSF,3.0,ID+,0.0
2896,7UYFEZVS,0.5,NP,0.0
2897,7UYFEZVS,3.0,B,3.0
2898,7UYFEZVS,3.0,A,4.0
2899,7UYFEZVS,2.0,B-,2.7
2900,7UYFEZVS,4.0,B,3.0
2901,2WLHF8KF,4.0,W,0.0
2902,DKELSHD7,6.0,A,4.0
2903,DKELSHD7,4.0,A,4.0
2904,DKELSHD7,6.0,A,4.0
2905,ARZCPNJG,1.0,C,2.0
2906,ARZCPNJG,3.0,B+,3.3
2907,ARZCPNJG,1.0,A,4.0
2908,ARZCPNJG,1.0,A,4.0
2909,ARZCPNJG,1.0,A,4.0
2910,07OHWW95,3.0,F,0.0
2911,D22YF57U,1.0,P,0.0
2912,4UZHNUAD,4.0,EW,0.0
2913,4UZHNUAD,3.0,EW,0.0
2914,4UZHNUAD,3.0,B-,2.7
2915,4UZHNUAD,3.0,EW,0.0
2916,PEPUNP2A,1.0,C,2.0
2917,PEPUNP2A,3.0,EW,0.0
2918,PEPUNP2A,2.0,EW,0.0
2919,PEPUNP2A,4.0,EW,0.0
2920,I9PFIEO3,3.0,A-,3.7
2921,AMVA330N,8.0,P,0.0
2922,1OTWXBVD,3.5,A,4.0
2923,W47QY1NS,4.0,F,0.0
2924,BCUOK0QO,3.0,A,4.0
2925,BCUOK0QO,3.0,A,4.0
2926,2ETVXP2I,3.0,W,0.0
2927,T66IM3MY,5.0,A,4.0
2928,T66IM3MY,3.0,A,4.0
2929,VH1XM0X8,3.0,B-,2.7
2930,VH1XM0X8,3.0,B,3.0
2931,VH1XM0X8,3.0,A,4.0
2932,VH1XM0X8,3.0,A,4.0
2933,2GMHU7P5,4.0,A,4.0
2934,2GMHU7P5,4.0,A-,3.7
2935,FQ290FLG,3.0,A,4.0
2936,DXOGBGDW,3.0,W,0.0
2937,EQQ8HU44,3.0,C,2.0
2938,EQQ8HU44,3.0,A-,3.7
2939,EQQ8HU44,3.0,A,4.0
2940,EQQ8HU44,3.0,B,3.0
2941,EDP6FOAD,3.0,B,3.0
2942,2ZW6O2WC,1.0,P,0.0
2943,2ZW6O2WC,1.0,P,0.0
2944,8OY5YO8H,3.0,A-,3.7
2945,1ZBGPPYX,3.0,A,4.0
2946,1ZBGPPYX,3.0,A,4.0
2947,MZ90KQKC,3.0,A,4.0
2948,A8QR6IDY,3.0,A,4.0
2949,ZFRFE301,3.0,D,1.0
2950,ZFRFE301,3.0,F,0.0
2951,MUANAMMW,3.0,F,0.0
2952,MUANAMMW,3.0,W,0.0
2953,SCLL21RM,1.5,B,3.0
2954,SCLL21RM,9.5,A,4.0
2955,SCLL21RM,1.5,B+,3.3
2956,SCLL21RM,4.0,A-,3.7
2957,2Q4VULPK,3.0,A,4.0
2958,2Q4VULPK,3.0,A,4.0
2959,RE1MIXXS,3.0,C,2.0
2960,WPMQ6YD8,3.0,A,4.0
2961,WPMQ6YD8,3.0,A,4.0
2962,QSLQDDGK,3.0,W,0.0
2963,QSLQDDGK,3.0,W,0.0
2964,76U0DHZ2,8.0,P,0.0
2965,DDK2VT35,3.0,A,4.0
2966,DDK2VT35,5.0,W,0.0
2967,IBCBQ7J8,4.0,A,4.0
2968,IBCBQ7J8,4.0,A-,3.7
2969,IBCBQ7J8,4.0,A,4.0
2970,S3H9C0SW,3.0,A,4.0
2971,P5YVR1QV,3.0,A,4.0
2972,P5YVR1QV,3.0,A,4.0
2973,RYGPUUH6,3.0,B,3.0
2974,IJH5IDOK,4.0,W,0.0
2975,IJH5IDOK,0.5,NP,0.0
2976,IJH5IDOK,3.0,W,0.0
2977,9ACURL1W,5.0,C,2.0
2978,9ACURL1W,3.0,B-,2.7
2979,G9YYJBCB,5.0,A,4.0
2980,G9YYJBCB,3.0,F,0.0
2981,UY77SKPQ,4.0,A,4.0
2982,QJSKZ4ZF,3.0,A,4.0
2983,D6PVD6AH,3.0,A,4.0
2984,D6PVD6AH,3.0,A,4.0
2985,D6PVD6AH,3.0,A,4.0
2986,D6PVD6AH,3.0,A,4.0
2987,3FRSP3JR,3.0,W,0.0
2988,78QI1NOJ,3.0,A,4.0
2989,78QI1NOJ,3.0,C+,2.3
2990,2R8DFTCV,5.0,A-,3.7
2991,2R8DFTCV,3.0,A,4.0
2992,KZV3UBU2,4.0,C,2.0
2993,62RGS7MV,3.0,A,4.0
2994,62RGS7MV,3.0,A,4.0
2995,62RGS7MV,3.0,A,4.0
2996,62RGS7MV,3.0,A,4.0
2997,P57RHN6L,5.0,A,4.0
2998,P57RHN6L,5.0,A,4.0
2999,P57RHN6L,4.0,A,4.0
3000,P57RHN6L,5.0,A,4.0
3001,YWSJAO8H,1.0,W,0.0
3002,YWSJAO8H,3.0,A,4.0
3003,ZMX8GD44,17.0,P,0.0
3004,65BKDNMF,5.0,A,4.0
3005,Y2MXJAS1,2.0,F,0.0
3006,103XF6T9,3.0,A,4.0
3007,LI3XUITG,3.0,F,0.0
3008,LI3XUITG,3.0,C,2.0
3009,LI3XUITG,3.0,A-,3.7
3010,LI3XUITG,3.0,C,2.0
3011,N1QJ3XFU,3.0,B,3.0
3012,N1QJ3XFU,3.0,A-,3.7
3013,NSQ60HOC,3.0,F,0.0
3014,DYQDORGM,3.0,A,4.0
3015,DYQDORGM,3.0,C+,2.3
3016,R9ABM49P,4.0,C,2.0
3017,2MYU62YX,3.0,A,4.0
3018,2MYU62YX,3.0,A,4.0
3019,2MYU62YX,3.0,A,4.0
3020,2MYU62YX,3.0,A,4.0
3021,M7BKKAP4,4.0,B,3.0
3022,5QN5Y1ZF,5.0,NP#,0.0
3023,5QN5Y1ZF,5.0,D-#,0.7
3024,BIRGWRSD,3.0,A,4.0
3025,BIRGWRSD,2.0,A,4.0
3026,BIRGWRSD,1.0,A,4.0
3027,PB62BAV3,5.0,A,4.0
3028,1XGV2V4X,3.0,A,4.0
3029,FWFSBYQU,3.0,W,0.0
3030,KTEP2TZO,4.0,W,0.0
3031,OPRGUP98,4.0,C,2.0
3032,OPRGUP98,3.0,W,0.0
3033,8O0VAL8I,3.0,C,2.0
3034,E4NA19YR,0.5,W,0.0
3035,E4NA19YR,3.0,P#,0.0
3036,P1N5TTLZ,3.0,A,4.0
3037,KUXQ226Q,3.0,B,3.0
3038,KUXQ226Q,3.0,C,2.0
3039,EVQGIB7Q,3.0,W,0.0
3040,EVQGIB7Q,3.0,W,0.0
3041,G68RHC10,1.0,A,4.0
3042,CFTBG65K,3.0,A,4.0
3043,CFTBG65K,3.0,A-,3.7
3044,TYWYZLDI,3.0,C+,2.3
3045,TYWYZLDI,3.0,F,0.0
3046,BWSJ0OP7,3.5,A,4.0
3047,U8XAFVV6,3.0,B,3.0
3048,MDA5LUJR,3.0,A,4.0
3049,MDA5LUJR,3.0,W,0.0
3050,MDA5LUJR,1.0,B,3.0
3051,SMZRI0PI,3.0,A-,3.7
3052,SMZRI0PI,4.0,A,4.0
3053,QZ237J2X,3.0,A,4.0
3054,QZ237J2X,5.0,A,4.0
3055,QZ237J2X,4.0,A,4.0
3056,MEQ82C4V,3.0,A,4.0
3057,MEQ82C4V,1.0,A,4.0
3058,MEQ82C4V,3.0,A-,3.7
3059,CSRNTFYP,3.0,A,4.0
3060,CSRNTFYP,1.0,A,4.0
3061,CSRNTFYP,3.0,A,4.0
3062,CSRNTFYP,3.0,A,4.0
3063,2HWRGT8U,3.0,W,0.0
3064,C0OUQVJ7,4.0,C+,2.3
3065,C0OUQVJ7,3.0,W,0.0
3066,5YRJQGCR,3.0,B,3.0
3067,5YRJQGCR,3.0,B,3.0
3068,XJXR0S6F,3.0,W,0.0
3069,XJXR0S6F,3.0,F,0.0
3070,XJXR0S6F,3.0,F,0.0
3071,Q6B82QHT,4.0,B+,3.3
3072,Q6B82QHT,3.0,B+,3.3
3073,Q6B82QHT,3.0,A,4.0
3074,Q6B82QHT,3.0,A-,3.7
3075,8V25YY1G,1.0,W,0.0
3076,8V25YY1G,3.0,F,0.0
3077,8V25YY1G,3.0,F,0.0
3078,8V25YY1G,3.0,B-,2.7
3079,8V25YY1G,3.0,EW,0.0
3080,8V25YY1G,3.0,C,2.0
3081,7WVFLUNW,4.0,C+,2.3
3082,9AG4H57N,0.5,A,4.0
3083,TXJEXLSV,3.0,A,4.0
3084,TXJEXLSV,3.0,W,0.0
3085,Q5SF0UBS,2.0,A,4.0
3086,E4N164IJ,1.0,A,4.0
3087,49P403LG,3.0,C,2.0
3088,49P403LG,3.0,A,4.0
3089,EGRBNPH6,3.0,B,3.0
3090,EGRBNPH6,3.0,B,3.0
3091,EGRBNPH6,3.0,C,2.0
3092,EGRBNPH6,3.0,A,4.0
3093,BA6ZSES7,3.0,W,0.0
3094,BA6ZSES7,1.5,W,0.0
3095,GH6PQJE9,1.0,P,0.0
3096,GH6PQJE9,4.0,A,4.0
3097,GH6PQJE9,1.0,A,4.0
3098,GH6PQJE9,3.0,B,3.0
3099,GH6PQJE9,3.0,B,3.0
3100,71BCTYJ0,3.0,A,4.0
3101,71BCTYJ0,3.0,A,4.0
3102,71BCTYJ0,3.0,A,4.0
3103,740S42XL,1.0,B+,3.3
3104,740S42XL,3.0,B,3.0
3105,740S42XL,3.0,A-,3.7
3106,740S42XL,5.0,B,3.0
3107,F714NCBZ,3.0,C,2.0
3108,F714NCBZ,3.0,A-,3.7
3109,X4BJDKOD,4.0,A,4.0
3110,X4BJDKOD,3.0,A,4.0
3111,5IYECVBV,1.0,P,0.0
3112,JCBCH196,3.0,A,4.0
3113,JCBCH196,1.0,A,4.0
3114,R45G1NOP,1.0,A,4.0
3115,R45G1NOP,1.0,A,4.0
3116,1KFLDLF1,3.0,A-,3.7
3117,RMBEYA7P,3.0,F,0.0
3118,44I6AFSL,1.0,F,0.0
3119,44I6AFSL,1.5,F,0.0
3120,XQITH47W,3.0,W,0.0
3121,XQITH47W,3.0,W,0.0
3122,XQITH47W,3.0,F,0.0
3123,ZJ7D7BG5,2.0,A,4.0
3124,7VA4RTRH,3.0,C,2.0
3125,ZRB314CM,2.0,P#,0.0
3126,ZRB314CM,6.0,A-,3.7
3127,QKUS5KDQ,1.0,P,0.0
3128,ODLMJ42Q,5.0,A,4.0
3129,82IOISX0,3.0,B-,2.7
3130,98H8E1LE,3.0,F,0.0
3131,98H8E1LE,3.0,F,0.0
3132,PARTAZ74,3.0,A,4.0
3133,PARTAZ74,3.0,A-,3.7
3134,VOPWPMUK,3.5,A,4.0
3135,VBZ31IM2,3.0,B+,3.3
3136,VBZ31IM2,4.0,A,4.0
3137,Q49DYIWW,3.0,F,0.0
3138,W6ELOSRK,3.0,A,4.0
3139,W6ELOSRK,3.0,W,0.0
3140,I54O9RZ9,2.0,W,0.0
3141,I54O9RZ9,3.0,W,0.0
3142,1MIKUP8A,3.5,A,4.0
3143,XOQP7QQP,5.0,C#,2.0
3144,2S2ML9PN,3.0,W,0.0
3145,K6T2O8K0,5.0,C#,2.0
3146,K6T2O8K0,3.0,A-#,3.7
3147,VIKA1GQ4,1.0,P,0.0
3148,FRQH1FD9,3.0,W,0.0
3149,M84XQOY6,3.0,W,0.0
3150,WQJRRXTH,3.0,F,0.0
3151,WQJRRXTH,3.0,F,0.0
3152,WQJRRXTH,3.0,F,0.0
3153,5I7111TG,5.0,D-#,0.7
3154,SH56BCFK,3.0,B,3.0
3155,SH56BCFK,3.0,EW,0.0
3156,SH56BCFK,3.0,EW,0.0
3157,GJQQC6SZ,3.0,A,4.0
3158,GJQQC6SZ,3.0,A,4.0
3159,RDKPH5YX,5.0,A,4.0
3160,RDKPH5YX,1.0,W,0.0
3161,A9D6ARLN,3.0,A,4.0
3162,A9D6ARLN,3.0,A,4.0
3163,A9D6ARLN,3.0,A,4.0
3164,A9D6ARLN,3.0,A,4.0
3165,VHZ4L1Q6,3.0,B+,3.3
3166,WJHQZ5SP,1.5,A,4.0
3167,IM0I3P7D,1.0,A-,3.7
3168,IM0I3P7D,3.0,B,3.0
3169,043D1K5O,4.0,A-,3.7
3170,MD348OEU,1.0,A,4.0
3171,TUN1LG1O,3.0,B+,3.3
3172,TUN1LG1O,3.0,B,3.0
3173,TUN1LG1O,4.0,A,4.0
3174,OCD4NUWI,3.0,F,0.0
3175,4NQZF14G,3.0,A,4.0
3176,N3Q9RVCA,3.0,A,4.0
3177,B96J9TTF,4.0,B,3.0
3178,J1Q43A3R,3.0,W,0.0
3179,HGOUEQ3V,1.0,P,0.0
3180,HGOUEQ3V,1.0,P,0.0
3181,LP5EJW3J,3.0,A,4.0
3182,OB5MCDGC,0.5,P,0.0
3183,OB5MCDGC,4.5,D,1.0
3184,OB5MCDGC,4.5,C,2.0
3185,9TA98X3Z,3.0,A,4.0
3186,9TA98X3Z,3.0,A,4.0
3187,1Q9K7LXC,3.0,W,0.0
3188,1Q9K7LXC,3.0,B,3.0
3189,GQ7LCV1R,17.0,P,0.0
3190,V2AOA72H,3.0,W,0.0
3191,4FV2SMTS,3.0,A,4.0
3192,4FV2SMTS,2.0,A,4.0
3193,4FV2SMTS,2.0,A,4.0
3194,4FV2SMTS,3.0,A,4.0
3195,XKV1CLL6,4.0,C+,2.3
3196,XKV1CLL6,3.0,A,4.0
3197,WVE6W2DW,3.0,C,2.0
3198,WVE6W2DW,3.0,B,3.0
3199,WVE6W2DW,3.0,C,2.0
3200,LAVJDKM1,3.0,A,4.0
3201,LAVJDKM1,3.0,A,4.0
3202,905ZTLTQ,4.0,A,4.0
3203,905ZTLTQ,3.0,A,4.0
3204,905ZTLTQ,1.5,A-,3.7
3205,M0D6Q6JA,3.0,F,0.0
3206,M0D6Q6JA,3.0,F,0.0
3207,G1L5HDMH,3.0,W,0.0
3208,G1L5HDMH,3.0,A,4.0
3209,3IVMJPHH,3.0,A,4.0
3210,EV1LUS8X,3.0,A,4.0
3211,ZLUAYFKJ,3.0,A,4.0
3212,ZLUAYFKJ,4.0,B+,3.3
3213,LZAK50J4,3.0,A-,3.7
3214,9UVMRTDO,4.0,A-,3.7
3215,9UVMRTDO,3.0,A,4.0
3216,9UVMRTDO,4.0,A,4.0
3217,9UVMRTDO,3.0,A,4.0
3218,1LAO1UNG,3.0,W,0.0
3219,1LAO1UNG,3.0,W,0.0
3220,EKDSH7NI,3.0,A,4.0
3221,EKDSH7NI,6.0,A,4.0
3222,EKDSH7NI,3.0,A,4.0
3223,N0Z02X8Z,3.0,A,4.0
3224,J92RLQBQ,3.0,A,4.0
3225,1A2RX5J1,1.0,P,0.0
3226,M4L1NGBH,1.0,W,0.0
3227,YX8MVVNA,3.0,C,2.0
3228,YX8MVVNA,3.0,A,4.0
3229,ESM06I1C,1.0,F,0.0
3230,ESM06I1C,3.0,F,0.0
3231,ESM06I1C,1.0,W,0.0
3232,ESM06I1C,1.0,A,4.0
3233,ESM06I1C,3.0,B,3.0
3234,ESM06I1C,1.0,A,4.0
3235,ESM06I1C,3.0,W,0.0
3236,ESM06I1C,3.0,C,2.0
3237,PAFQU9AQ,3.0,C,2.0
3238,PAFQU9AQ,3.0,A-,3.7
3239,PAFQU9AQ,3.0,A,4.0
3240,PAFQU9AQ,3.0,A,4.0
3241,WWKILM9Q,3.0,A,4.0
3242,ZKCJAOMR,2.0,A,4.0
3243,LTZKWTL0,3.0,A,4.0
3244,S8MEGWBD,1.0,NP,0.0
3245,S8MEGWBD,0.5,P,0.0
3246,S8MEGWBD,0.5,P,0.0
3247,N4HDH4ZB,3.0,A,4.0
3248,N4HDH4ZB,3.0,B+,3.3
3249,N92NPO31,3.0,P,0.0
3250,FHOADYEU,3.0,A,4.0
3251,BCN4ZN42,5.0,B+,3.3
3252,YQ69BY0B,3.5,A,4.0
3253,5H1MWH53,4.0,B,3.0
3254,0NSCVILM,2.0,W,0.0
3255,0NSCVILM,3.0,A,4.0
3256,0NSCVILM,3.0,W,0.0
3257,0NSCVILM,6.0,W,0.0
3258,HSJJEJPR,4.0,W,0.0
3259,O1G3IYY3,3.0,W,0.0
3260,O1G3IYY3,3.0,F,0.0
3261,6L9MB2OR,3.0,A,4.0
3262,6L9MB2OR,5.0,A,4.0
3263,6L9MB2OR,0.5,NP,0.0
3264,30L9GZ1B,5.0,A-,3.7
3265,30L9GZ1B,3.0,A,4.0
3266,30L9GZ1B,3.0,A,4.0
3267,DWORY5Y8,3.0,B,3.0
3268,DWORY5Y8,4.0,A,4.0
3269,DWORY5Y8,3.0,A,4.0
3270,DWORY5Y8,3.0,A,4.0
3271,DWORY5Y8,3.0,A,4.0
3272,AXN3OL8Q,3.0,W,0.0
3273,AXN3OL8Q,3.0,W,0.0
3274,AXN3OL8Q,3.0,W,0.0
3275,YGD3HFFR,3.0,B+,3.3
3276,9BPELLRG,5.0,A,4.0
3277,58MTOV76,3.0,B+,3.3
3278,58MTOV76,3.0,A,4.0
3279,P2TINUML,3.0,W,0.0
3280,53RNNT0N,3.0,A,4.0
3281,HGBLWALY,4.0,W,0.0
3282,CIN5NJB5,3.0,A,4.0
3283,F9C6CG8L,4.0,W,0.0
3284,K7S761D1,3.0,W,0.0
3285,K7S761D1,3.0,B+,3.3
3286,CJJIQ45Q,3.5,B,3.0
3287,5E1Q1NAT,1.0,B,3.0
3288,5E1Q1NAT,2.0,A,4.0
3289,5E1Q1NAT,1.0,C,2.0
3290,5E1Q1NAT,3.0,F,0.0
3291,ZX8DSRJG,1.0,A,4.0
3292,ZX8DSRJG,4.0,C+,2.3
3293,ZX8DSRJG,5.0,W,0.0
3294,ZX8DSRJG,5.0,A,4.0
3295,UCA4ABXE,3.0,W,0.0
3296,UCA4ABXE,3.0,W,0.0
3297,YWMGBU5J,4.0,A,4.0
3298,YWMGBU5J,4.0,A,4.0
3299,JAAU7SYY,3.0,A,4.0
3300,JAAU7SYY,3.0,A,4.0
3301,JAAU7SYY,3.0,A,4.0
3302,JAAU7SYY,3.0,A,4.0
3303,G1Q2090X,3.5,A,4.0
3304,EX9UTREL,3.0,F,0.0
3305,80PBQ71M,5.5,P,0.0
3306,80PBQ71M,5.5,A,4.0
3307,HY9JOVG8,1.5,A,4.0
3308,HY9JOVG8,5.0,A,4.0
3309,HY9JOVG8,3.0,A-,3.7
3310,HY9JOVG8,3.0,A,4.0
3311,Q4BTJHLN,3.0,F,0.0
3312,QV5VOVHF,3.0,W,0.0
3313,VHOVF87K,22.0,RD,0.0
3314,77QCDT72,5.0,F#,0.0
3315,COVPHTLW,3.0,A,4.0
3316,V0XIMTJK,3.0,A,4.0
3317,V0XIMTJK,3.0,B+,3.3
3318,GB5HCBYV,15.0,A,4.0
3319,9124VL1O,5.0,A,4.0
3320,40Q5JJ8Y,3.0,B-,2.7
3321,40Q5JJ8Y,3.0,B,3.0
3322,40Q5JJ8Y,3.0,C+,2.3
3323,40Q5JJ8Y,3.0,B+,3.3
3324,PDDYXYOS,3.0,F,0.0
3325,PDDYXYOS,3.0,F,0.0
3326,PDDYXYOS,3.0,IF,0.0
3327,PDDYXYOS,3.0,W,0.0
3328,FR824YZY,3.0,A,4.0
3329,FR824YZY,3.0,A,4.0
3330,FR824YZY,3.0,A,4.0
3331,FR824YZY,3.0,A,4.0
3332,W3DCXXLF,3.0,B,3.0
3333,W3DCXXLF,2.0,B,3.0
3334,RMJ0I35S,5.0,F#,0.0
3335,2F7MEBS8,3.0,F,0.0
3336,2F7MEBS8,3.0,F,0.0
3337,1YBJD6O4,10.0,B+,3.3
3338,62OIQW83,3.5,B,3.0
3339,3P2Y9MTD,1.0,A,4.0
3340,3P2Y9MTD,1.0,A,4.0
3341,3P2Y9MTD,1.0,A,4.0
3342,3P2Y9MTD,3.0,A-,3.7
3343,3P2Y9MTD,3.0,A,4.0
3344,7G7MOANT,1.0,NP,0.0
3345,TVKPCSM0,3.0,W,0.0
3346,922OEMDS,1.0,P,0.0
3347,AM1XI63V,3.0,W,0.0
3348,AM1XI63V,1.0,W,0.0
3349,NACWBSSA,3.0,B,3.0
3350,NACWBSSA,4.0,A,4.0
3351,NACWBSSA,3.0,A,4.0
3352,NACWBSSA,3.0,B+,3.3
3353,E9REPXHZ,3.0,B,3.0
3354,CZKGSH8I,2.0,P,0.0
3355,MHTZ29SI,3.0,W,0.0
3356,JI4XRZD8,3.0,A,4.0
3357,JI4XRZD8,3.0,A,4.0
3358,T7X50YS3,3.0,F,0.0
3359,T7X50YS3,3.0,B,3.0
3360,96DI5DS5,3.0,W,0.0
3361,96DI5DS5,3.0,B+,3.3
3362,96DI5DS5,6.0,A,4.0
3363,RGJ6VQTP,1.0,A,4.0
3364,QC0PKXOP,3.0,A,4.0
3365,NOREW2Z6,3.0,A,4.0
3366,FVAIU5NJ,3.0,A,4.0
3367,3L48JXJN,3.0,W,0.0
3368,I9GI2Q56,22.0,RD,0.0
3369,FVUHHPB4,4.0,A,4.0
3370,J0JJA09C,3.0,W,0.0
3371,J0JJA09C,3.0,W,0.0
3372,J0JJA09C,3.0,A,4.0
3373,J0JJA09C,3.0,W,0.0
3374,J0JJA09C,3.0,C,2.0
3375,XB0NQ9AD,3.0,C,2.0
3376,XB0NQ9AD,4.0,B,3.0
3377,B0FILHY5,3.0,B,3.0
3378,B0FILHY5,3.0,F,0.0
3379,3HV5WEFB,3.0,B,3.0
3380,3HV5WEFB,1.0,A,4.0
3381,3HV5WEFB,2.0,A,4.0
3382,SCM44458,3.0,B,3.0
3383,SCM44458,3.0,C+,2.3
3384,SCM44458,3.0,C+,2.3
3385,SCM44458,3.0,A-,3.7
3386,SCM44458,4.0,B,3.0
3387,ZB6GCLIR,3.0,A-,3.7
3388,7Q3VF2WM,3.0,B+,3.3
3389,Y7W853T1,3.0,F,0.0
3390,Y7W853T1,3.0,F,0.0
3391,Y7W853T1,3.0,D,1.0
3392,Y7W853T1,3.0,D,1.0
3393,X7GE2SRQ,0.5,NP,0.0
3394,X7GE2SRQ,0.5,NP,0.0
3395,X7GE2SRQ,5.0,D,1.0
3396,KG4PLJKW,3.0,W,0.0
3397,KG4PLJKW,3.0,W,0.0
3398,ISMGB3Y8,8.0,P,0.0
3399,M09BS0V9,3.5,B,3.0
3400,XEJJ0UXM,5.0,A,4.0
3401,XEJJ0UXM,6.0,A,4.0
3402,XEJJ0UXM,3.0,A,4.0
3403,GXK9DCX1,3.0,C+,2.3
3404,GXK9DCX1,3.0,A,4.0
3405,ZD12USAG,3.5,B,3.0
3406,QKMXCOU7,3.0,A-,3.7
3407,QKMXCOU7,3.0,B,3.0
3408,QKMXCOU7,3.0,A,4.0
3409,QKMXCOU7,3.0,B+,3.3
3410,89N2P75A,1.0,A,4.0
3411,LBKRZISL,3.0,P,0.0
3412,2EJSDFBW,3.0,A-,3.7
3413,2EJSDFBW,1.0,A,4.0
3414,2EJSDFBW,1.0,A,4.0
3415,2EJSDFBW,4.0,C+,2.3
3416,4R18H59F,3.0,F,0.0
3417,UGWIKHGA,3.0,F,0.0
3418,UGWIKHGA,3.0,B,3.0
3419,UGWIKHGA,3.0,A,4.0
3420,A9A42SC0,3.0,EW,0.0
3421,A9A42SC0,3.0,W,0.0
3422,28BEK3DX,3.0,A,4.0
3423,57U4U0HM,0.5,P,0.0
3424,57U4U0HM,3.0,P,0.0
3425,57U4U0HM,3.0,A-,3.7
3426,WMS77FP3,3.0,W,0.0
3427,WMS77FP3,1.0,W,0.0
3428,WMS77FP3,3.0,W,0.0
3429,S8E5U9RX,3.0,W,0.0
3430,P07ZXQYW,3.0,F,0.0
3431,P07ZXQYW,3.0,W,0.0
3432,S4D5SOVZ,5.0,B,3.0
3433,S4D5SOVZ,1.0,A,4.0
3434,4P76KIIU,2.0,A,4.0
3435,5DPOEIOM,5.0,A#,4.0
3436,8H5OMNXC,3.0,B,3.0
3437,JFI10V07,4.0,A-,3.7
3438,JFI10V07,3.0,A,4.0
3439,PDBKUVGY,1.0,B+,3.3
3440,C5RAUNL3,3.0,A,4.0
3441,C5RAUNL3,2.0,B,3.0
3442,C5RAUNL3,2.0,B,3.0
3443,C5RAUNL3,3.0,A,4.0
3444,1BLDAZZ0,1.0,A,4.0
3445,5P4I2X8L,3.0,F,0.0
3446,5P4I2X8L,3.0,W,0.0
3447,5P4I2X8L,3.0,W,0.0
3448,5P4I2X8L,3.0,W,0.0
3449,5P4I2X8L,3.0,B,3.0
3450,A5YIJS5F,3.0,F,0.0
3451,A5YIJS5F,3.0,F,0.0
3452,O8EHARWR,3.0,B+,3.3
3453,4VUZWQ50,3.0,A,4.0
3454,4VUZWQ50,3.0,A,4.0
3455,18J4QUS8,3.0,A,4.0
3456,ZDGXLL55,3.0,NP,0.0
3457,ZDGXLL55,3.0,W,0.0
3458,7O5BJYON,1.0,P,0.0
3459,RI5VPYCI,3.0,A,4.0
3460,RI5VPYCI,1.0,A,4.0
3461,RI5VPYCI,4.0,A,4.0
3462,RI5VPYCI,3.0,C,2.0
3463,RI5VPYCI,1.0,P#,0.0
3464,Z0DZ7WLU,1.0,P,0.0
3465,9SBITCZZ,3.0,B-,2.7
3466,HOYQ9I0L,3.0,W,0.0
3467,H6IR4QJV,2.0,A,4.0
3468,AW16GSJN,4.0,B,3.0
3469,AW16GSJN,3.0,A,4.0
3470,AW16GSJN,3.0,A,4.0
3471,AW16GSJN,3.0,C,2.0
3472,AW16GSJN,3.0,A,4.0
3473,N6T0HG88,0.5,P,0.0
3474,N6T0HG88,4.0,A,4.0
3475,N6T0HG88,4.0,A,4.0
3476,N6T0HG88,1.0,P,0.0
3477,9TTEOS6Y,1.0,P,0.0
3478,874B02RR,3.0,W,0.0
3479,874B02RR,3.0,W,0.0
3480,XYY6BTRP,3.0,A,4.0
3481,S2J51OYA,3.0,F,0.0
3482,82JB4LQ8,3.0,W,0.0
3483,NT963QLO,3.0,F,0.0
3484,NT963QLO,3.0,F,0.0
3485,NT963QLO,3.0,F,0.0
3486,7H1MWKWS,4.5,B,3.0
3487,7H1MWKWS,0.5,P,0.0
3488,7H1MWKWS,4.5,A,4.0
3489,APDQS0YJ,1.0,A,4.0
3490,T2ZQB4LR,5.0,B,3.0
3491,T2ZQB4LR,0.5,P,0.0
3492,T2ZQB4LR,0.5,P,0.0
3493,T2ZQB4LR,5.0,C,2.0
3494,323NVIXI,4.0,W,0.0
3495,323NVIXI,5.0,C+,2.3
3496,5K11Z8Q2,3.0,A,4.0
3497,JH0QGF8W,4.0,A,4.0
3498,ZMD83ZU0,1.0,A,4.0
3499,IC54EZQH,3.0,W,0.0
3500,G4GHCW5G,3.0,A,4.0
3501,XMTQZKYT,5.0,A,4.0
3502,XMTQZKYT,5.0,D,1.0
3503,XMTQZKYT,2.0,P#,0.0
3504,5OIOFTEJ,3.0,A-,3.7
3505,S67IO13W,3.5,B,3.0
3506,B2746PZ5,3.0,F,0.0
3507,B2746PZ5,5.0,F,0.0
3508,BL84BMC2,3.5,A,4.0
3509,LDBITQO7,4.0,A,4.0
3510,5C8Q0ZLJ,4.0,W,0.0
3511,ZNCTTEBX,3.5,B,3.0
3512,C59RNFEL,3.0,A,4.0
